word,cnt
perdedores,4016
maravillas,4020
parecían,4022
asquerosa,4023
extrañar,4026
aprendió,4035
vacías,4040
masacre,4044
pensaron,4050
encantaba,4057
torta,4059
atracción,4069
montones,4070
alimento,4074
cuadra,4075
escrita,4075
videos,4090
pensará,4096
escuchamos,4118
plumas,4118
árabe,4119
agarró,4125
moriría,4131
creció,4133
tela,4138
inventó,4141
comunes,4145
implica,4157
reírse,4168
agotado,4187
bajado,4188
etiqueta,4198
aventuras,4199
dormía,4222
obsesión,4223
conversaciones,4230
mañanas,4231
velada,4233
alejarse,4235
alejandro,4242
bodega,4246
gigantes,4250
amarilla,4252
escondidas,4254
fotógrafo,4254
cerradura,4260
deprimido,4260
cayeron,4271
caca,4283
aparecen,4289
divino,4293
recomiendo,4297
recorrido,4298
lenta,4312
necesaria,4313
sexto,4315
literatura,4325
aires,4326
atrae,4328
fórmula,4328
tristes,4331
cerró,4335
registrado,4336
filas,4348
conveniente,4355
brillo,4356
provisiones,4359
diagnóstico,4376
desesperada,4378
contenido,4378
celebración,4389
rincón,4390
exacta,4399
pudiese,4410
tocaba,4422
herencia,4422
brasil,4423
paró,4437
aplauso,4440
aceptó,4447
puñado,4458
relajarse,4459
demostrarlo,4459
manchas,4477
brigada,4478
chistoso,4506
acceder,4516
privacidad,4523
invita,4527
repite,4533
crecí,4534
tendrían,4535
woody,4546
regimiento,4548
tranquilidad,4550
planetas,4559
veredicto,4562
saliera,4563
adelantado,4584
manta,4591
magnífica,4610
sana,4625
elemento,4629
llévenlo,4631
torpe,4632
depresión,4641
suelen,4643
supuestamente,4651
contratado,4659
cristiano,4674
sentidos,4677
pila,4681
mascota,4696
avanzar,4702
bajó,4721
negar,4734
sentar,4739
esfuerzos,4740
atado,4749
preferido,4760
despertó,4767
crítica,4769
volvía,4787
rompí,4794
hilo,4800
siesta,4801
avance,4802
privilegio,4813
asistencia,4813
revólver,4830
linterna,4836
muriera,4839
comenzaron,4855
cortinas,4866
oficio,4867
sábanas,4872
furia,4875
sincera,4898
alcanza,4905
ponía,4907
quedara,4909
hueco,4923
osos,4926
volumen,4927
hemorragia,4928
equilibrio,4936
llamaban,4937
sucios,4939
atrapada,4941
falsos,4945
mansión,4960
mochila,4967
girar,4969
justamente,4978
increíbles,4983
pidieron,4986
traficante,5012
almohada,5014
ida,5030
ligero,5037
supervivencia,5045
organizar,5049
protegido,5054
tapa,5056
imbéciles,5085
chistes,5098
observar,5101
afortunadamente,5104
pañuelo,5105
afueras,5106
falsas,5129
retrocede,5129
empuja,5130
muertas,5130
independiente,5133
anillos,5134
tejido,5146
quedaría,5150
raya,5162
novios,5174
pierden,5175
descubrimiento,5175
avisar,5186
habitual,5224
hermosos,5247
sintiendo,5265
decirse,5274
sacamos,5276
presentes,5282
cubre,5289
humilde,5303
enero,5307
cheques,5310
cuentan,5315
mágica,5328
franco,5333
inteligentes,5355
distintos,5375
protocolo,5376
sos,5378
raros,5379
incapaz,5396
quejas,5398
entraron,5437
conclusión,5440
pudieran,5450
olas,5483
visual,5498
cajón,5504
seriamente,5509
sobrina,5509
evidente,5510
nido,5543
comentario,5547
resistir,5554
interesada,5554
ataúd,5560
ausencia,5561
alicia,5572
conflicto,5573
saludar,5573
revisa,5580
perspectiva,5589
subió,5590
grito,5593
nocturno,5600
otoño,5606
cuero,5640
atravesar,5649
intercambio,5674
mandado,5681
golpea,5681
bolsillos,5683
deseaba,5691
quitó,5692
coartada,5695
contrató,5696
quedaron,5704
distintas,5710
llora,5712
grasa,5721
sacaron,5723
creciendo,5740
pegó,5749
imaginaba,5755
lápiz,5758
christian,5763
elementos,5764
formación,5764
ilusión,5790
observa,5790
susto,5793
deportes,5802
embajada,5805
botellas,5827
candidato,5828
disfraz,5830
certeza,5838
alivio,5867
gesto,5885
verdaderos,5894
cafetería,5899
intentan,5908
clásico,5911
horno,5914
enfrentar,5917
internos,5936
británico,5941
plena,5948
vidrio,5959
escapa,5964
caen,5968
corten,5975
pesadillas,5980
artículos,5984
times,6005
desfile,6022
saludable,6029
revistas,6032
quinta,6032
rumor,6037
menores,6040
recibiendo,6044
juzgar,6049
sabiduría,6105
copas,6105
comedor,6106
estuviese,6116
tristeza,6118
raras,6135
escribo,6140
fenómeno,6142
llevaría,6157
llenar,6166
ejecución,6168
desarrollo,6171
ayudaría,6172
duermo,6188
estarían,6189
separarnos,6207
comió,6207
invitó,6210
emocional,6224
tortura,6240
avenida,6241
miró,6243
desesperado,6243
enciende,6251
suéltenme,6270
gota,6274
saluda,6286
observando,6306
horror,6334
afecta,6336
comprarte,6336
perrito,6352
josé,6361
escala,6367
pegado,6372
ponemos,6391
semejante,6394
acostumbrado,6397
cortó,6407
escuchó,6418
canto,6419
llegara,6421
odiaba,6428
parientes,6435
hombros,6441
dibujo,6449
fines,6454
harían,6458
furioso,6466
instinto,6492
bienes,6500
sintió,6508
horribles,6508
empiezan,6511
enormes,6518
rebecca,6529
miran,6530
callado,6533
reconoce,6552
respiración,6554
volvieron,6564
programas,6594
terribles,6605
bebidas,6606
decían,6611
ingeniero,6631
arco,6666
eliminar,6703
tercero,6708
gravedad,6739
extremo,6755
adolescente,6763
moviendo,6764
metí,6768
tiró,6778
cuartos,6782
pasear,6790
agarrar,6796
comprobar,6806
convencer,6813
horario,6833
enfermos,6835
lógica,6844
patas,6849
suicidarse,6851
tarta,6872
finales,6874
monos,6886
cuarenta,6886
llevarlos,6896
satélite,6936
amantes,6945
páginas,6979
tomaron,6982
miré,6993
detuvo,7012
medidas,7014
ciertos,7082
negociar,7102
multitud,7104
jugadores,7104
trajes,7109
oscura,7121
saqué,7134
alfombra,7138
estupenda,7147
tocó,7162
ponernos,7167
sonríe,7174
volverse,7177
dándole,7184
trabajó,7200
salía,7203
miraba,7213
esconder,7219
sentados,7219
hojas,7220
ordenó,7224
inconsciente,7238
discos,7240
oportunidades,7273
técnica,7299
viuda,7324
intenciones,7330
congreso,7343
molestia,7356
debilidad,7418
bolsas,7418
seguirá,7429
teléfonos,7432
fracaso,7438
gatillo,7450
onda,7464
atacó,7464
compasión,7466
rompe,7472
araña,7497
dejara,7509
poderosa,7510
vestidos,7516
escapado,7520
plano,7521
atractiva,7537
importaba,7562
mantenerse,7567
usamos,7568
capa,7570
masa,7570
prestado,7576
guitarra,7578
empezaron,7594
rutina,7594
medias,7595
novela,7597
viera,7615
plástico,7622
creyó,7631
quedaba,7636
engañar,7647
barba,7651
figura,7657
lujo,7660
siguió,7663
límites,7676
objetos,7687
casó,7695
hoja,7696
divertida,7707
normales,7712
monstruos,7727
gallina,7739
fantasía,7777
convencido,7789
monedas,7820
lleguemos,7823
naranja,7841
ronda,7860
voces,7865
herramientas,7871
caminos,7873
tradición,7878
bodas,7887
movimientos,7912
diera,7925
preocupación,7949
orejas,7954
gritos,7957
corbata,7961
octubre,8003
encargado,8014
industria,8044
puesta,8044
tendríamos,8058
velas,8063
esconderse,8068
tensión,8073
actores,8074
monte,8079
extraordinario,8084
sufrido,8097
hayamos,8135
nene,8136
obras,8145
cañón,8154
vuela,8155
rosas,8155
sano,8162
gimnasio,8170
suele,8178
regresado,8183
expresión,8184
béisbol,8188
suyos,8194
demasiados,8215
españa,8216
queridos,8231
serían,8253
cambiando,8258
habrán,8274
risa,8296
capital,8302
revés,8303
temporal,8375
político,8379
seguía,8391
aparecer,8469
explotar,8471
acostarse,8490
viniera,8493
pozo,8522
cincuenta,8526
primeras,8530
funcionan,8533
juventud,8543
terror,8550
familiares,8558
carácter,8566
antonio,8586
embajador,8595
grupos,8635
cementerio,8650
emoción,8653
rueda,8655
nubes,8660
personalidad,8669
salieron,8677
nervios,8693
viejas,8698
conoció,8731
alegre,8739
volvería,8745
leerlo,8755
importar,8761
gritando,8766
charlotte,8774
moto,8777
borde,8794
once,8797
marco,8812
encerrado,8816
función,8822
decide,8824
almorzar,8838
clima,8848
manzana,8849
rubia,8868
cadáveres,8873
prohibido,8903
pudieron,8905
coraje,8914
consciente,8914
cubierto,8926
discusión,8928
atractivo,8936
existencia,8948
llámeme,8956
deshacerse,8962
heridos,8987
empiezo,8988
sobrino,8994
oídos,8996
alcanzar,9007
hacían,9022
siglos,9024
circo,9042
cercano,9058
desnudo,9096
sacarle,9098
alquiler,9116
medida,9119
vacía,9124
acercarse,9157
comunicación,9182
barato,9193
oyó,9197
falla,9219
palo,9219
frase,9223
hacerles,9239
prácticamente,9245
sentada,9248
máscara,9268
agarra,9275
restos,9302
entregar,9364
comprender,9364
quince,9370
barcos,9396
grano,9416
colores,9416
disparos,9429
costumbre,9432
abandonado,9484
crema,9500
lentamente,9510
cuadro,9568
terminé,9599
ceremonia,9602
japón,9625
muro,9633
intentaba,9669
cartera,9678
aguantar,9680
pública,9684
acero,9697
visitas,9777
emociones,9787
detalle,9821
letra,9828
tono,9836
cuales,9839
verse,9879
izquierdo,9886
guerrero,9910
camina,9918
básicamente,9954
metal,9958
capacidad,9959
competencia,9973
habitaciones,10000
detenerme,10023
alas,10074
estando,10086
usó,10100
pensamiento,10102
ruedas,10108
mínimo,10136
recuerde,10145
entrado,10171
biblia,10193
supo,10217
terapia,10230
valle,10247
pasara,10254
celebrar,10258
punta,10276
extranjero,10301
pasaron,10306
estuvieron,10315
aceptarlo,10350
explica,10381
tanque,10385
despedida,10403
canta,10411
sentimiento,10414
poca,10479
rayo,10502
empezado,10551
metió,10624
crecer,10626
guardar,10629
lágrimas,10632
registros,10639
reales,10658
reserva,10685
pesado,10692
podían,10761
museo,10771
juan,10777
ocurrir,10783
fantasmas,10812
viniendo,10833
versión,10837
miro,10840
entienden,10890
patio,10922
diamantes,10929
civil,10940
instante,11038
ambiente,11049
comercial,11093
sabían,11099
gustado,11111
intentaré,11193
ocurra,11205
naturalmente,11207
instrucciones,11219
falsa,11240
puestos,11287
lana,11293
cristal,11299
verán,11317
dejando,11340
darse,11354
puerto,11394
sistemas,11416
decidió,11452
pata,11494
llevando,11505
estudios,11512
chiste,11526
veneno,11535
fresco,11539
garganta,11555
pusieron,11577
visitar,11604
pánico,11612
llevarse,11619
metro,11672
pantalla,11678
recibió,11699
flor,11699
lograr,11730
damos,11743
firmar,11758
equipos,11774
océano,11787
explicación,11814
casados,11823
rastro,11842
asustada,11863
johnson,11876
misterio,11906
dudas,11909
particular,11910
fiebre,11940
amanecer,11960
secundaria,11961
biblioteca,11963
leyendo,11966
personaje,11979
imágenes,12022
sacó,12043
compró,12057
actitud,12083
medianoche,12084
impuestos,12106
salen,12146
guía,12148
esposas,12174
trató,12176
seamos,12188
gritar,12240
ganó,12249
enfrente,12256
tomamos,12258
buscamos,12260
cruzar,12272
suficientes,12290
existen,12300
escapó,12315
altura,12358
sacado,12364
cambios,12375
preguntó,12381
maravilla,12396
anterior,12407
excusa,12409
cigarrillo,12462
quedé,12473
primavera,12485
re,12505
pensamientos,12515
conocimiento,12534
grado,12540
vivimos,12540
pasillo,12556
ambulancia,12594
llegando,12615
impresión,12621
clara,12625
nació,12696
martes,12715
miel,12738
mover,12744
distinto,12758
desgracia,12787
nación,12789
alarma,12806
trabajos,12824
pasaba,12825
moda,12871
federal,12874
parada,12876
descubierto,12886
pedazos,12965
rescate,12974
salí,12990
mostrar,12994
escribe,13006
cubierta,13009
quieran,13026
suponía,13050
soportar,13055
rodillas,13065
aquello,13076
página,13081
celda,13081
hacernos,13147
canciones,13178
empecé,13185
sótano,13187
propias,13196
perdida,13204
cuantas,13206
dijera,13218
bolso,13220
pasos,13233
curiosidad,13299
venía,13324
campaña,13342
compromiso,13366
ruta,13380
internet,13393
humo,13404
palacio,13412
casar,13423
obvio,13423
vinieron,13425
pierde,13433
daba,13473
educación,13479
vueltas,13527
convierte,13531
saltar,13555
apareció,13566
cumplir,13619
aventura,13665
vivía,13691
últimas,13696
volvamos,13698
ambas,13714
invierno,13715
juntas,13728
vecinos,13744
ricos,13762
convertido,13792
doce,13825
esfuerzo,13833
ritmo,13844
intentó,13903
salvaje,13910
pieza,13946
estudiar,13971
probable,13980
fueran,13996
tirar,14001
consiguió,14008
salimos,14029
lío,14031
pura,14034
escaleras,14075
saco,14078
compra,14086
apuesta,14094
habíamos,14102
sonrisa,14102
criatura,14135
siguiendo,14167
frontera,14179
amaba,14223
usarlo,14243
taza,14312
montañas,14342
odia,14345
disparó,14357
pocas,14388
meter,14395
viajar,14416
madera,14419
rápidamente,14438
revista,14450
preocupada,14459
espejo,14461
quedamos,14467
paciencia,14503
entenderlo,14505
planta,14560
humanidad,14566
rara,14577
laura,14595
responder,14610
vaso,14617
construir,14692
invitados,14706
claramente,14766
social,14782
cambió,14788
alegría,14801
canal,14830
tuvieron,14833
ciego,14851
clave,14894
levanta,14950
antigua,14982
tira,15002
aparte,15004
bolsillo,15010
compras,15072
cerrada,15080
dejaron,15081
veinte,15092
tecnología,15100
caído,15137
arena,15168
caminando,15189
bola,15192
pelota,15208
solución,15258
cortar,15282
huir,15300
murieron,15349
complicado,15374
disco,15380
parado,15390
aparece,15391
cola,15400
pensó,15416
llegaron,15421
fumar,15489
plata,15534
notas,15537
funeral,15625
escenario,15640
vacío,15765
daría,15766
escucho,15862
pequeñas,15868
siglo,15900
muchísimo,15930
olvida,15955
alcohol,15957
pasan,15963
tengamos,15985
tarea,15990
haberla,16003
importancia,16014
moverse,16016
sentirse,16079
discurso,16094
helado,16167
trabajaba,16180
sensación,16181
violencia,16204
blancos,16268
llevaron,16288
ponerle,16356
nieve,16368
cadáver,16407
leído,16464
respirar,16479
autos,16488
primeros,16523
barrio,16576
árboles,16582
íbamos,16585
recién,16626
pacientes,16667
preguntaba,16683
resolver,16751
poniendo,16779
den,16808
esperamos,16816
fútbol,16839
presencia,16875
intenté,16882
médicos,16907
castillo,16956
búsqueda,17025
vivos,17036
muriendo,17052
entera,17147
cientos,17159
rostro,17161
descubrir,17217
creemos,17228
new,17241
intentado,17247
ciencia,17253
tercer,17318
tumba,17342
limpiar,17344
lago,17356
invitado,17396
olor,17450
hablaba,17454
durmiendo,17498
almuerzo,17583
mentiras,17596
sucio,17597
buscarlo,17598
proceso,17609
veía,17689
querían,17706
tercera,17766
comienza,17796
conseguido,17823
cae,17871
romper,17939
vieron,18040
idiotas,18076
camisa,18105
necesidad,18136
pedazo,18154
mueve,18195
interés,18200
tormenta,18224
explicar,18233
ladrón,18248
lluvia,18252
agujero,18269
esquina,18269
cuerpos,18283
comienzo,18302
destruir,18351
iban,18407
desapareció,18448
gloria,18457
casos,18495
compañeros,18534
sentarse,18558
inspector,18571
pide,18596
débil,18665
pareció,18670
víctimas,18675
escuchado,18676
felicidad,18722
perdiendo,18732
inútil,18770
montaña,18794
llevado,18799
conocemos,18827
domingo,18844
techo,18940
pecho,18962
escuchando,18992
fuese,19013
quieto,19021
directamente,19039
acto,19058
mapa,19061
intención,19184
haberse,19213
fantasma,19223
oficiales,19252
razones,19305
entró,19333
sentía,19380
universo,19399
suficientemente,19408
aspecto,19423
varias,19491
pasé,19515
hayan,19538
amenaza,19548
magia,19572
tomé,19594
polvo,19602
hiciera,19740
menor,19741
espectáculo,19785
herida,19793
marca,19825
efecto,19829
recibir,19855
roja,19892
inmediato,19918
evidencia,19949
entero,19967
fuente,19968
mirada,20001
tenerlo,20040
llamaba,20050
natural,20085
deber,20101
teatro,20152
gustó,20166
recibido,20170
dura,20170
lados,20207
comenzar,20212
dedo,20290
jardín,20309
cambia,20376
negros,20418
viviendo,20433
quiso,20436
tantas,20447
maría,20448
éramos,20510
cerrar,20578
distancia,20619
habló,20628
descanso,20652
termina,20701
conocía,20781
tantos,20794
familiar,20796
apoyo,20823
dormido,20848
calles,20863
malditos,20894
llevaba,20958
varios,20958
darnos,20974
contento,21058
directo,21220
debió,21283
clases,21287
abierto,21390
cinta,21409
roto,21462
francia,21463
seguros,21496
aquellos,21515
historias,21529
negra,21539
enamorado,21752
cuchillo,21832
botella,21854
ponerse,21868
limpio,21868
enferma,21908
sonido,21943
cuesta,21950
cuento,21960
cantar,21975
lleve,21996
colegio,22014
presente,22090
época,22132
momentos,22143
sombrero,22145
tardes,22177
nuevas,22238
huevos,22242
animal,22273
supe,22280
sentí,22333
desastre,22334
dedos,22371
monstruo,22390
oscuro,22426
oscuridad,22450
ayude,22481
dará,22585
televisión,22633
querer,22689
yendo,22726
seguramente,22726
lugares,22758
bala,22776
playa,22777
llorar,22789
extraña,22823
lástima,22843
podremos,22867
casas,22877
mata,22982
belleza,23036
paga,23093
total,23097
preocupado,23117
carga,23265
preguntar,23319
ideas,23339
cabo,23407
sentado,23439
especialmente,23504
caballos,23508
tengan,23520
asiento,23538
enfermedad,23538
usando,23548
vender,23566
encontraron,23589
política,23613
posibilidad,23642
despacio,23684
estarán,23724
felices,23739
elección,23739
quedó,23834
lucha,23867
permite,23871
corriendo,23909
imagen,23912
humana,23960
decidido,24114
nervioso,24115
perdió,24134
absoluto,24147
embarazada,24153
caminar,24165
muestra,24222
silla,24316
caer,24499
películas,24547
nariz,24576
leche,24622
solos,24646
aquella,24693
enorme,24705
presión,24849
tonterías,24928
pesar,24931
árbol,24964
alguno,24987
movimiento,25019
pared,25064
noticia,25145
mismos,25154
naturaleza,25158
pierna,25173
billy,25192
ayudarlo,25287
sentimientos,25301
espada,25306
pantalones,25316
laboratorio,25342
opción,25412
tomado,25442
príncipe,25457
policías,25458
viento,25476
cayó,25477
fuerzas,25479
quienes,25622
encantado,25681
ruido,25832
traído,25875
brazos,25876
llegamos,25884
tiro,25909
escrito,25935
intentar,25946
partir,26030
modos,26277
tanta,26290
pedirle,26399
salido,26409
solamente,26454
tomó,26499
pareja,26539
espíritu,26567
terminó,26574
recordar,26609
vacaciones,26611
diferentes,26684
bosque,26694
refiero,26795
operación,26827
fuimos,26848
viejos,26896
hacerse,26903
interior,26936
preguntarle,26956
reloj,26984
banda,27037
hubiese,27042
cansado,27043
llena,27090
pedido,27090
suya,27118
ridículo,27129
depende,27201
dando,27257
nuevos,27373
visita,27387
parecen,27493
perros,27518
código,27547
volverá,27715
defensa,27765
llaves,27779
verde,27791
vistazo,27893
completo,28014
pelear,28113
propósito,28172
evitar,28194
cine,28241
blanca,28260
larga,28389
encontrarlo,28461
piernas,28641
parecer,28648
estados,28707
probar,28806
flores,28827
piel,29026
preparado,29033
sigo,29083
arte,29096
principal,29232
golpe,29278
dieron,29325
parís,29406
damas,29413
cuello,29445
batalla,29481
entrada,29500
calor,29509
común,29522
volar,29584
doble,29653
nueve,29742
preocupa,29806
tiempos,29885
quedar,29971
máquina,30004
animales,30093
cuestión,30104
contar,30132
empezó,30145
soldados,30170
debía,30282
últimos,30383
próximo,30388
pista,30465
cierra,30618
rico,30680
abrir,30726
color,30781
alta,30818
volvió,30875
respecto,30987
esperanza,31004
mentira,31047
brazo,31068
pidió,31069
quedan,31158
despierta,31215
tenían,31283
entiende,31285
especie,31378
vea,31389
aquel,31457
luces,31562
guardia,31695
acaso,31748
valor,31777
metros,31840
tocar,31949
anillo,31949
éxito,31980
unidos,32044
toca,32046
confiar,32114
estrella,32189
podido,32195
precio,32212
aprender,32290
encontró,32301
obra,32309
dejé,32455
pedir,32484
bomba,32553
espalda,32611
cartas,32661
zapatos,32736
imbécil,32751
lleno,32778
ganas,32882
matarlo,32933
rojo,32953
empieza,32972
matado,32983
llevó,32999
debajo,33037
fondo,33088
parar,33134
enemigo,33292
habían,33337
ojo,33407
isla,33497
sepa,33524
ocupado,33552
hermanos,33569
formas,33590
té,33635
azul,33671
serán,33680
bailar,33699
libros,33774
ejemplo,33784
salida,34048
estuviera,34106
finalmente,34253
puso,34657
tema,34724
cocina,34729
inteligente,34789
mirar,35119
caliente,35246
baile,35327
enfermo,35411
leer,35416
parecía,35477
bar,35725
viva,35742
cambiado,35756
mayoría,35764
río,35783
sur,35792
tía,36032
intentando,36080
encuentro,36122
corte,36252
tendría,36271
zona,36331
temprano,36424
viendo,36584
investigación,36606
entender,36629
podrían,36653
oí,36738
embargo,36781
pregunto,36791
duda,36818
veamos,36866
apenas,37000
abuelo,37146
público,37229
ventana,37337
pone,37379
conocer,37603
energía,37634
calma,37664
salud,37682
cenar,37688
espacio,37693
montón,37698
llave,37933
nena,37945
planeta,37973
sacar,37974
humano,38092
triste,38191
san,38216
escena,38243
base,38314
posición,38333
intento,38454
vestido,38499
escuchar,38635
segunda,38714
banco,38752
vidas,38818
departamento,38860
vieja,38904
delante,38967
luna,39084
matrimonio,39114
hermoso,39470
rato,39477
corre,39585
frío,39598
sorpresa,39653
mirando,39807
ninguno,39825
decía,39827
carne,39834
linda,39927
llega,40039
abuela,40125
trasero,40131
cuántos,40235
creen,40256
infierno,40316
mar,40457
canción,40483
esperaba,40486
diría,40569
existe,40873
pudiera,40875
según,40930
sargento,40930
llamó,40942
edificio,40974
ocurrió,41100
caballo,41304
universidad,41328
cerebro,41440
lindo,41706
pies,41723
principio,41748
boda,41819
paul,41976
dejarlo,42286
partes,42302
dulce,42375
cárcel,42747
sala,42791
decisión,42793
ocho,42944
peligro,42991
fotos,43000
baja,43028
horrible,43066
basura,43145
papel,43154
novio,43160
junto,43174
libertad,43297
salió,43519
relación,43561
cámara,43629
ante,43653
aun,43750
maravilloso,43811
suelo,43834
cumpleaños,43887
terrible,43965
derecha,43978
través,44307
dejado,44367
izquierda,44561
piso,44636
alma,44735
abre,44869
esposo,44902
sale,45050
listos,45136
dirección,45279
totalmente,45372
cualquiera,45560
adentro,45781
enseguida,45948
honor,45957
media,46095
ataque,46320
alrededor,46624
hicieron,46627
tienda,46686
gracioso,46800
completamente,46830
hacía,46884
ley,47117
hubo,47144
terminado,47344
dijeron,47436
silencio,47568
entra,47828
culo,47948
pude,48008
centro,48133
comprar,48448
gobierno,48458
siete,48573
foto,48895
ejército,49111
cena,49254
caja,49270
hermosa,49442
ellas,49475
normal,49533
tendrá,49684
línea,50000
ambos,50227
propio,50381
respuesta,50516
pudo,50524
mes,50584
carta,50591
salvo,50685
quedarse,50716
próxima,50881
estúpido,50927
mejores,50951
mató,51014
mesa,51157
loca,51361
maldición,51379
accidente,51415
hambre,51558
personal,51592
sol,51626
edad,51674
pensaba,51944
pelo,52236
avión,52399
acabó,52443
traje,52451
pagar,52568
imposible,53037
gustan,53166
llegó,53166
encanta,53202
vista,53222
vive,53234
funciona,53348
encontrado,53366
mitad,53508
barco,53524
muertos,53766
siguiente,53773
dan,53797
vio,54010
haberlo,54078
blanco,54234
hotel,54288
llegado,54427
propia,54521
situación,54669
recuerda,54951
pie,55116
mente,55248
tras,55400
divertido,55563
tratando,55600
dejó,55840
voz,56180
hacerle,56560
dolor,56683
vuelto,56712
novia,57023
pobre,57120
baño,57223
daño,57239
sistema,57322
siente,57470
sexo,57657
quisiera,57920
grupo,58019
médico,58189
aire,58270
estuve,58380
cambiar,58509
largo,58861
creí,58920
york,59292
pena,59768
suena,60007
negro,60755
raro,60956
secreto,61250
fuerza,61306
futuro,61594
llamada,61727
ocurre,62221
empezar,62254
noticias,62533
boca,62578
sueño,62583
poner,62727
seas,62772
acá,63604
usar,63703
caballeros,63784
música,63821
sino,63866
encima,63999
palabras,64193
atención,64431
verla,64520
duro,64993
modo,64995
odio,65337
puesto,65780
frente,65780
increíble,65884
perder,66196
detrás,66319
mala,66403
ropa,66445
deberíamos,67030
señorita,67232
llevar,67246
llamado,67430
demás,67681
vuelve,67729
prueba,68077
resto,68339
tuvo,68462
viaje,68488
jugar,68490
otras,68639
buscar,68767
simplemente,68899
libre,68911
extraño,69190
siendo,69450
hospital,69505
diez,69907
mil,69938
jamás,70002
hacemos,70297
película,70319
especial,70417
querido,70561
cambio,70611
llamar,70644
marido,71069
grandes,71297
mía,71455
café,72065
perdido,72120
perro,72418
semanas,72893
agente,73066
dado,73263
cielo,73499
piensa,73919
libro,74150
acerca,74290
habrá,74293
cual,74347
carajo,74477
plan,74609
orden,74893
ayudar,75215
estaban,75227
calle,75422
peor,75541
mucha,75833
general,76708
falta,76980
además,77255
habría,77304
lleva,77357
pienso,77641
afuera,77710
armas,77941
oficina,79256
di,79267
último,79330
murió,79438
país,79660
habitación,79905
nuestras,80722
dio,80763
pequeña,80802
cuarto,81011
diciendo,81445
idiota,81569
cama,82240
estuvo,82347
perdón,82609
dormir,82869
recuerdo,82959
esperar,83058
pueblo,83060
paso,83060
seguridad,83218
fuego,83708
seis,83789
seguir,83845
única,84008
estará,84014
esperando,84320
lejos,84350
padres,84385
palabra,84685
sentido,84816
pasando,84878
buscando,85406
par,85733
luz,86433
cuanto,86454
chicas,87034
pensando,87043
paz,87185
sola,87989
basta,88247
fueron,89003
incluso,90048
medio,90077
ido,90091
escuela,90413
tuve,90633
queda,90813
arma,91393
tampoco,91575
alto,92120
lista,92147
fácil,92476
comida,92649
hacen,92958
teléfono,93395
creer,93522
exactamente,93702
vino,93731
mayor,93808
saben,94285
eran,94615
culpa,94660
algunas,94864
esté,94927
comer,94951
hermana,95158
dicen,96144
amo,96728
hijos,96864
segundo,96891
pregunta,96962
malo,97432
tenido,97591
podía,98019
posible,98241
fuerte,98371
final,98579
juego,99536
dar,100203
coche,100382
vuelta,100836
meses,101072
cuerpo,101126
vivir,101166
unas,102187
número,102747
última,102935
trabajar,104319
fui,104925
difícil,105033
abajo,105998
atrás,106136
bastante,106301
morir,106411
misma,106681
pensar,106702
primer,107018
punto,107204
algunos,107408
muchos,108041
necesitamos,108482
igual,108746
entrar,108960
doctor,109351
mujeres,109850
pueda,109954
realidad,109964
tomar,110426
cuatro,111322
encontrar,111446
pequeño,111645
hubiera,112134
clase,113011
suficiente,114076
hago,114348
llegar,114664
aunque,114712
cree,114901
sangre,115990
haya,116329
cuándo,116353
decirle,116671
verlo,116911
ninguna,116923
escucha,117132
grande,117257
habla,117466
capitán,117558
justo,118133
fin,118276
tierra,118641
tío,118734
cinco,119210
ningún,119920
arriba,120000
auto,120911
sigue,121351
cerca,121505
venga,122040
único,122424
dejar,123390
loco,123600
e,124445
cara,124786
bajo,124790
siquiera,124825
nuestros,125007
hija,125908
niño,126016
otros,128223
venir,128277
importante,128955
guerra,129295
adelante,129612
manera,130504
genial,130637
persona,130803
ojos,131058
feliz,131289
mano,131408
poder,131411
corazón,131616
problemas,131960
manos,132336
agua,132759
juntos,133287
allá,133352
horas,133399
supuesto,133681
noches,133836
buenos,134106
deja,134891
quizás,135717
esposa,136202
personas,136522
año,136594
viejo,136698
muerte,136936
vi,137387
miedo,138492
semana,138581
durante,138981
pasar,139754
iba,140029
ciudad,141310
hablando,141310
cuál,141594
cuidado,141916
pronto,142083
cuánto,142711
historia,143765
primero,144361
señora,144552
ayuda,144768
volver,145291
nueva,145417
hacia,145597
caso,149288
minutos,149513
suerte,150072
camino,150079
casi,150378
da,151016
primera,151748
pensé,151785
dentro,152509
esas,152902
chicos,153051
contra,153677
cualquier,154570
puerta,154597
chico,154600
sería,154638
rápido,154898
forma,155115
pasó,155531
ves,155856
muchas,157184
mientras,158826
sabía,162386
cariño,163261
todavía,164848
lado,166640
digo,167508
muerto,167559
pueden,167870
somos,169339
hermano,170775
debería,172209
cuenta,175253
algún,175401
cabeza,177317
salir,178118
pasado,178953
vaya,179315
van,179545
familia,180242
chica,180957
amigos,181529
policía,181737
estos,184226
ustedes,186294
veo,187517
quizá,188489
unos,190250
esos,191145
dicho,191380
hombres,192470
entre,195916
demasiado,197209
amor,197426
realmente,197439
hizo,199378
cierto,200781
idea,204424
alguna,206480
razón,208115
problema,209037
tarde,210043
ve,211795
tanto,215131
hora,217128
saber,217487
veces,217543
quien,222169
cada,225746
importa,226995
aún,227747
visto,230072
tienen,230669
haber,231494
nuestra,231769
quería,233311
parte,235056
toda,235858
mío,243347
mal,246497
todas,246616
conmigo,247719
debe,248676
nombre,248743
buen,250826
mamá,254635
estas,257055
hoy,258411
luego,259585
papá,259671
